0	-0.38070914149284363	-0.35624435544013977
1	-0.3795981705188751	-0.3565961718559265
2	-0.375497967004776	-0.36964261531829834
3	-0.387079656124115	-0.3685295879840851
4	-0.38963305950164795	-0.3850659728050232
5	-0.3932797610759735	-0.3563060164451599
6	-0.39096081256866455	-0.38914093375205994
7	-0.39951810240745544	-0.3824777901172638
8	-0.39899536967277527	-0.394912451505661
9	-0.40501803159713745	-0.394950807094574
10	-0.39886921644210815	-0.40058887004852295
11	-0.40492236614227295	-0.39450129866600037
12	-0.3982714116573334	-0.3856479823589325
13	-0.40055641531944275	-0.4018062353134155
14	-0.4046127200126648	-0.4018039107322693
15	-0.40546801686286926	-0.40087804198265076
16	-0.40441063046455383	-0.40330639481544495
17	-0.4035504460334778	-0.40091779828071594
18	-0.40412652492523193	-0.4017239809036255
19	-0.4082495868206024	-0.3978395164012909
20	-0.40329882502555847	-0.39921918511390686
21	-0.40712788701057434	-0.40008974075317383
22	-0.40481358766555786	-0.40299323201179504
23	-0.4057267904281616	-0.3704509437084198
24	-0.3991222381591797	-0.3691960573196411
25	-0.4043430984020233	-0.4041152596473694
26	-0.40694981813430786	-0.4050680100917816
27	-0.407088041305542	-0.40312039852142334
28	-0.40763992071151733	-0.4055977463722229
29	-0.4090343415737152	-0.4043920338153839
30	-0.4091716706752777	-0.4056125581264496
31	-0.40711072087287903	-0.40154755115509033
