0	0.00030604840139858425
1	0.00024541039601899683
2	0.0002868488081730902
3	0.00025898689636960626
4	0.0002478109672665596
5	0.00020213551761116832
6	0.0002092925424221903
7	0.00018507466302253306
8	0.00017445020785089582
9	0.00015208186232484877
10	0.00012117806181777269
11	0.00013505620881915092
12	0.0001502829254604876
13	0.00012120496830902994
14	0.00012732141476590186
15	0.00013036189193371683
16	0.00011152843217132613
17	0.00012342541594989598
18	9.199732448905706e-05
19	9.524137567495927e-05
20	8.810756116872653e-05
21	0.00011011760216206312
22	7.137678767321631e-05
23	8.420766971539706e-05
24	6.947622023290023e-05
25	8.834740583552048e-05
26	8.699914178578183e-05
27	7.380795432254672e-05
28	6.540321192005649e-05
29	0.00010301018483005464
30	9.076316928258166e-05
31	7.714050298091024e-05
